State,District,Location,Longitude,Latitude,Cd,Cr,Cu,Pb,Mn,Ni,Fe,Zn
Rajasthan,Jhunjhunu,Rampura,75.310000,28.260000,0.420000,0.361000,0.176345,1.107000,0.067000,1.607000,1.028000,0.047000
Rajasthan,Jhunjhunu,Amirwas,75.150000,28.190000,0.510000,0.185000,0.561798,2.507000,0.034000,1.492000,1.135000,0.051000
Rajasthan,Jhunjhunu,Kabilsar,75.180000,28.190000,0.449000,0.271000,0.230440,0.396000,0.001000,1.636000,1.045000,0.309000
Rajasthan,Jhunjhunu,Piplani Khurd,75.140000,28.210000,0.444000,0.239000,0.640351,1.107000,0.010000,1.617000,0.801000,0.075000
Rajasthan,Jhunjhunu,Rahida Stand,75.230000,28.170000,0.403000,0.410000,0.445016,1.107000,0.053000,1.628000,1.840000,0.184000
Rajasthan,Jhunjhunu,Chirawa,75.650400,28.230900,0.434000,0.410000,0.317483,1.306000,0.012000,1.551000,1.045000,0.256000
Rajasthan,Jhunjhunu,Khudana,75.522000,28.188000,0.474000,0.134000,0.737865,0.506000,0.053000,1.558000,1.001000,0.181000
Rajasthan,Jhunjhunu,Mandrela,75.440000,28.313000,0.444000,0.182000,0.287635,1.323000,0.006000,1.583000,1.224000,0.058000
Rajasthan,Jhunjhunu,Jhunjhunu,75.385200,28.113500,0.379000,0.361000,0.287608,1.109000,0.042000,1.451000,1.062000,0.079000
Rajasthan,Jhunjhunu,Math,75.454000,28.175000,0.474000,0.104000,0.262266,0.043000,0.043000,1.659000,1.081000,0.058000
Rajasthan,Jhunjhunu,Mukundgarh,75.217000,27.954000,0.379000,0.387000,0.781448,0.506000,0.025000,1.607000,1.220000,0.098000
Rajasthan,Jhunjhunu,Nawalgarh,75.253300,27.847200,0.370000,0.376000,0.238207,0.908000,0.056000,1.581000,1.751000,0.262000
Rajasthan,Jhunjhunu,Udaipurwati,75.485400,27.725300,0.412000,0.266000,0.697289,1.109000,0.010000,1.808000,0.701000,0.058000
Rajasthan,Jodhpur,Balesar,72.496000,26.383000,0.370000,0.243000,0.575916,1.013000,0.010000,1.543000,2.215000,0.153000
Rajasthan,Jodhpur,Kui Jodha,72.471000,26.443000,0.420000,0.410000,0.299328,0.908000,0.006000,1.772000,1.227000,0.075000
Rajasthan,Jodhpur,Gangani,73.212000,26.510000,0.510000,0.189000,0.031441,1.422000,0.013000,1.624000,0.701000,0.237000
Rajasthan,Jodhpur,Bap,72.346200,27.364500,0.449000,0.364000,0.452634,1.112000,0.010000,1.554000,0.701000,0.184000
Rajasthan,Jodhpur,Nokhracharna,72.890000,27.230000,0.434000,0.182000,0.605451,0.571000,0.013000,1.551000,1.308000,0.058000
Rajasthan,Jodhpur,Gangani(Hs-1),73.205900,26.492900,0.441000,0.364000,0.675162,1.013000,0.010000,1.651000,1.751000,0.309000
Rajasthan,Jodhpur,Gangani(Hs-2),73.200300,26.486800,0.408000,0.373000,0.501356,1.594000,0.056000,1.545000,1.220000,0.218000
Rajasthan,Jodhpur,Gangani(Hs-3),73.215400,26.494000,0.460000,0.403000,0.438679,0.908000,0.078000,1.558000,2.215000,0.069000
Rajasthan,Jodhpur,Soyla,73.337500,26.820800,0.408000,0.401000,0.211871,0.245000,0.001000,1.670000,1.001000,0.181000
Rajasthan,Jodhpur,Bhopalgarh Block Hq,73.498400,26.647500,0.451000,0.271000,0.492784,1.633000,0.078000,1.657000,1.045000,0.080000
Rajasthan,Jodhpur,Devatra,73.378000,26.510000,0.425000,0.185000,0.291284,0.908000,0.042000,1.626000,1.001000,0.172000
Rajasthan,Jodhpur,Kumara,73.538000,26.738000,0.408000,0.401000,0.520857,0.019000,0.012000,1.657000,0.701000,0.237000
Rajasthan,Jodhpur,Ramdawas,73.365800,26.365800,0.400000,0.209000,0.217240,0.245000,0.010000,1.508000,1.227000,0.184000
Rajasthan,Jodhpur,Ramrawas(Hs-1),73.411500,26.345600,0.510000,0.230000,0.721636,0.728000,0.067000,1.543000,1.224000,0.055000
Rajasthan,Jodhpur,Ramrawas(Hs-2)Khedi Salva,73.347400,26.428100,0.460000,0.069000,0.305864,0.302000,0.013000,1.628000,1.224000,0.105000
Rajasthan,Jodhpur,Ramrawas(Hs-3),73.371200,26.436800,0.457000,0.373000,0.238981,0.043000,0.004000,1.636000,1.147000,0.075000
Rajasthan,Jodhpur,Ramrawas(Sh-4),73.436600,26.455200,0.448000,0.104000,0.469430,0.537000,0.043000,1.508000,1.001000,0.049000
Rajasthan,Jodhpur,Sargiya Kallan,73.540000,26.540000,0.425000,0.266000,0.570269,0.396000,0.013000,1.451000,1.081000,0.075000
Rajasthan,Jodhpur,Artiya Kalla,73.407300,26.549400,0.398000,0.364000,0.423122,0.571000,0.006000,1.554000,1.194000,0.109000
Rajasthan,Jodhpur,Devatra(Irandi Ka Bera),73.395700,26.503100,0.400000,0.398000,0.741338,0.571000,0.043000,1.543000,1.308000,0.049000
Rajasthan,Jodhpur,Godawas,73.374400,26.542400,0.510000,0.216000,0.717177,0.019000,0.019000,1.520000,0.801000,0.109000
Rajasthan,Jodhpur,Nandiya,73.349800,26.514300,0.448000,0.362000,0.789849,1.013000,0.010000,1.624000,1.066000,0.098000
Rajasthan,Jodhpur,Bhavi,73.606700,26.231700,0.459000,0.376000,0.775752,1.112000,0.008000,1.451000,1.224000,0.184000
Rajasthan,Jodhpur,Bhavi (Hs-3)Olvi,73.454700,26.222600,0.379000,0.182000,0.716330,0.071000,0.014000,1.626000,1.062000,0.075000
Rajasthan,Jodhpur,Bhavi(Hs-1)Lamba,73.577700,26.213900,0.460000,0.182000,0.626756,1.112000,0.034000,1.562000,1.001000,0.047000
Rajasthan,Jodhpur,Bhavi(Hs-2),73.607800,26.218100,0.474000,0.410000,0.451630,1.109000,0.053000,1.520000,1.147000,0.262000
Rajasthan,Jodhpur,Bhawi,73.607000,26.232000,0.460000,0.387000,0.603190,0.302000,0.012000,1.651000,1.043000,0.262000
Rajasthan,Jodhpur,Bilara Block Hq,73.710600,26.196900,0.449000,0.185000,0.607215,0.915000,0.025000,1.581000,0.896000,0.141000
Rajasthan,Jodhpur,Binawas Uranium Hotspot,73.378200,26.290700,0.408000,0.216000,0.237709,0.537000,0.010000,1.563000,1.066000,0.109000
Rajasthan,Jodhpur,Borunda,73.795800,26.469200,0.354000,0.398000,0.265541,2.348000,0.010000,1.636000,1.066000,0.048000
Rajasthan,Jodhpur,Olvi,73.458000,26.233000,0.403000,0.410000,0.505596,2.348000,0.008000,1.603000,1.043000,0.089000
Rajasthan,Jodhpur,Dechu Pz,72.327000,26.773000,0.507000,0.376000,0.308870,0.961000,0.006000,1.674000,1.751000,0.089000
Rajasthan,Jodhpur,Kolu,72.300000,26.917000,0.507000,0.134000,0.320384,0.245000,0.043000,1.554000,1.224000,0.172000
Rajasthan,Jodhpur,Jasnath Nagar,72.767900,26.326100,0.449000,0.216000,0.103254,0.071000,0.087000,1.551000,0.813000,0.184000
Rajasthan,Jodhpur,Lordi,72.834300,26.310600,0.457000,0.398000,0.792220,0.571000,0.078000,1.554000,1.081000,0.075000
Rajasthan,Jodhpur,Lohawatbisna Bass,72.588300,26.984100,0.412000,0.239000,0.119719,1.306000,0.053000,1.636000,0.813000,0.133000
Rajasthan,Jodhpur,Bhandu(Hs),72.894000,26.097100,0.370000,0.361000,0.468141,0.506000,0.008000,1.461000,1.220000,0.262000
Rajasthan,Jodhpur,Bhandu(Hs-1),72.895900,26.117200,0.505000,0.362000,0.112389,1.112000,0.087000,1.657000,0.909000,0.262000
Rajasthan,Jodhpur,Bhandu(Hs-2),72.910700,26.088500,0.420000,0.209000,0.524041,0.043000,0.042000,1.674000,1.001000,0.262000
Rajasthan,Jodhpur,Bujawar,72.908000,26.225000,0.434000,0.209000,0.644527,0.019000,0.019000,1.607000,1.014000,0.052000
Rajasthan,Jodhpur,Chicharli,72.712800,26.204200,0.403000,0.364000,0.790692,1.422000,0.067000,1.808000,1.147000,0.104000
Rajasthan,Jodhpur,Deela,73.065100,26.104000,0.400000,0.182000,0.146936,0.302000,0.053000,1.603000,1.840000,0.098000
Rajasthan,Jodhpur,Dhawa,72.742000,26.058000,0.400000,0.189000,0.706390,0.019000,0.053000,1.551000,0.955000,0.089000
Rajasthan,Jodhpur,Gelawas,72.778900,26.067100,0.510000,0.026000,0.432291,1.650000,0.043000,1.674000,1.066000,0.075000
Rajasthan,Jodhpur,Guda Rayka,73.093700,26.132300,0.354000,0.243000,0.736114,0.071000,0.001000,1.651000,0.801000,0.049000
Rajasthan,Jodhpur,Jatyasani,72.844000,26.106000,0.370000,0.104000,0.545546,0.728000,0.025000,1.603000,0.909000,0.127000
Rajasthan,Jodhpur,Jhawar,72.858600,26.186500,0.505000,0.230000,0.669867,0.506000,0.014000,1.563000,0.759000,0.127000
Rajasthan,Jodhpur,Khudala,72.832000,26.151000,0.460000,0.376000,0.711508,1.112000,0.012000,1.554000,1.308000,0.051000
Rajasthan,Jodhpur,Kuri,73.063400,26.208800,0.408000,0.362000,0.357085,0.302000,0.034000,1.461000,0.759000,0.075000
Rajasthan,Jodhpur,Lunawas Khara,72.803600,26.167500,0.444000,0.189000,0.075725,0.071000,0.034000,1.461000,0.813000,0.141000
Rajasthan,Jodhpur,Manj Form House,73.048100,26.160300,0.412000,0.361000,0.467811,0.915000,0.010000,1.624000,1.001000,0.047000
Rajasthan,Jodhpur,Mogra,73.033000,26.117000,0.425000,0.376000,0.349526,1.306000,0.025000,1.808000,1.308000,0.104000
Rajasthan,Jodhpur,Narnadi,72.926000,26.154000,0.449000,0.410000,0.544399,1.633000,0.010000,1.651000,1.123000,0.055000
Rajasthan,Jodhpur,Pariharon Ki Dhani,72.749200,26.137500,0.472000,0.362000,0.105917,0.537000,0.087000,1.626000,1.224000,0.052000
Rajasthan,Jodhpur,Raron Ki Dhani,72.775000,26.194000,0.448000,0.209000,0.542880,0.961000,0.001000,1.626000,1.123000,0.069000
Rajasthan,Jodhpur,Salawas,73.013600,26.142700,0.370000,0.243000,0.026854,1.650000,0.034000,1.492000,1.066000,0.052000
Rajasthan,Jodhpur,Sinli,72.756700,26.031300,0.472000,0.239000,0.237243,0.537000,0.019000,1.492000,1.840000,0.075000
Rajasthan,Jodhpur,Bisalpur,73.314000,26.233000,0.412000,0.410000,0.693780,0.506000,0.013000,1.558000,1.135000,0.080000
Rajasthan,Jodhpur,Dangiwas,73.274000,26.267000,0.452000,0.266000,0.742336,0.019000,0.078000,1.772000,1.014000,0.127000
Rajasthan,Jodhpur,Karani,72.825000,26.272000,0.459000,0.373000,0.494095,0.396000,0.001000,1.636000,1.840000,0.075000
Rajasthan,Jodhpur,Salodi,72.849000,26.413000,0.412000,0.026000,0.333770,0.019000,0.014000,1.551000,1.751000,0.049000
Rajasthan,Jodhpur,Haripura,72.867200,26.761300,0.449000,0.239000,0.085801,1.306000,0.014000,1.628000,0.896000,0.127000
Rajasthan,Jodhpur,Jaychandon Ki Dhano,72.878700,26.667600,0.449000,0.189000,0.044053,0.915000,0.014000,1.551000,1.147000,0.089000
Rajasthan,Jodhpur,Osian,72.896400,26.741100,0.446000,0.271000,0.188269,0.541000,0.014000,1.451000,1.066000,0.055000
Rajasthan,Jodhpur,Shirmandi,72.865700,26.752800,0.412000,0.209000,0.076228,0.541000,0.042000,1.451000,0.759000,0.181000
Rajasthan,Jodhpur,Phalodi,72.378300,27.122500,0.510000,0.182000,0.462067,0.541000,0.078000,1.603000,0.955000,0.089000
Rajasthan,Jodhpur,Pipad City,73.549700,26.379200,0.449000,0.364000,0.458974,0.915000,0.010000,1.651000,1.066000,0.105000
Rajasthan,Jodhpur,Benan,73.421000,26.317000,0.422000,0.401000,0.592606,0.566000,0.078000,1.508000,1.001000,0.120000
Rajasthan,Jodhpur,Ramrawas,73.380000,26.369000,0.434000,0.182000,0.274861,0.245000,0.013000,1.674000,1.123000,0.172000
Rajasthan,Jodhpur,Kumaro Ki Dhani,72.200000,26.333000,0.510000,0.182000,0.776722,0.915000,0.034000,1.508000,1.062000,0.069000
Rajasthan,Jodhpur,Nahar Singh Nagar,72.286000,26.390000,0.408000,0.230000,0.752637,0.396000,0.019000,1.772000,1.123000,0.049000
Rajasthan,Jodhpur,Shergarh,72.279400,26.319800,0.472000,0.380000,0.772169,1.650000,0.043000,1.581000,1.308000,0.052000
Rajasthan,Jodhpur,Tinwari,72.883600,26.544700,0.441000,0.380000,0.354975,1.112000,0.001000,1.451000,1.308000,0.079000
Rajasthan,Karauli,Badh Kamla,76.925000,26.693000,0.398000,0.069000,0.565868,0.043000,0.019000,1.674000,1.224000,0.051000
Rajasthan,Karauli,Hindaun,77.033000,26.733000,0.434000,0.189000,0.722944,1.013000,0.053000,1.581000,1.043000,0.075000
Rajasthan,Karauli,Hindaun Hs,77.029700,26.734200,0.400000,0.398000,0.757770,0.071000,0.056000,1.674000,0.704000,0.055000
Rajasthan,Karauli,Islampur,77.017000,26.700000,0.422000,0.239000,0.503258,1.109000,0.002000,1.628000,0.801000,0.051000
Rajasthan,Karauli,Bhauapura,77.182000,26.542000,0.379000,0.134000,0.225260,0.019000,0.010000,1.626000,1.194000,0.069000
Rajasthan,Karauli,Bhauapura Hs1,77.182200,26.000000,0.441000,0.266000,0.248702,0.908000,0.004000,1.626000,0.801000,0.055000
Rajasthan,Karauli,Bhauapura Hs2,77.181700,26.000000,0.451000,0.271000,0.716439,0.915000,0.043000,1.563000,0.909000,0.080000
Rajasthan,Karauli,Karauli,77.017200,26.501400,0.354000,0.398000,0.042121,1.109000,0.067000,1.551000,0.801000,0.075000
Rajasthan,Karauli,Karsai,76.933000,26.425000,0.472000,0.243000,0.361784,1.013000,0.010000,1.624000,1.014000,0.120000
Rajasthan,Karauli,Sahar1,76.711000,26.608000,0.449000,0.410000,0.487731,0.719000,0.002000,1.581000,1.043000,0.105000
Rajasthan,Karauli,Sapotra1,76.770000,26.279000,0.444000,0.182000,0.782622,0.566000,0.043000,1.808000,1.135000,0.262000
Rajasthan,Kota,Digod1,76.089000,25.242000,0.398000,0.361000,0.228286,1.323000,0.042000,1.451000,0.801000,0.089000
Rajasthan,Nagaur,Datau,74.456700,27.490600,0.507000,0.134000,0.019617,0.043000,0.013000,1.607000,0.909000,0.133000
Rajasthan,Nagaur,Chosli,74.255000,26.930000,0.398000,0.373000,0.312568,1.650000,0.043000,1.543000,1.840000,0.048000
Rajasthan,Nagaur,Chosli Hs-2,74.263600,26.933700,0.457000,0.104000,0.244580,0.728000,0.042000,1.628000,0.701000,0.184000
Rajasthan,Nagaur,Chosli Hs-4,74.171100,27.008000,0.422000,0.266000,0.150225,1.013000,0.078000,1.670000,1.028000,0.262000
Rajasthan,Nagaur,Chosli(Hs-1)Langod,74.282800,26.914000,0.434000,0.243000,0.087859,0.252000,0.043000,1.562000,1.751000,0.184000
Rajasthan,Nagaur,Chosli(Khinwtana)Hs-3,74.190700,26.991600,0.412000,0.398000,0.610803,0.302000,0.014000,1.543000,1.001000,0.133000
Rajasthan,Nagaur,Degana,74.354700,26.818100,0.505000,0.209000,0.295008,2.348000,0.034000,1.657000,0.701000,0.237000
Rajasthan,Nagaur,Chhoti Khatu,74.346000,27.154000,0.434000,0.369000,0.679579,0.537000,0.008000,1.563000,1.308000,0.052000
Rajasthan,Nagaur,Kolia,74.483000,27.346000,0.398000,0.387000,0.156265,0.571000,0.053000,1.508000,1.062000,0.309000
Rajasthan,Nagaur,Koliya,74.483300,27.345800,0.444000,0.243000,0.313948,0.252000,0.013000,1.636000,1.028000,0.109000
Rajasthan,Nagaur,Raghunathpura,74.517000,27.375000,0.425000,0.182000,0.792428,2.348000,0.034000,1.772000,1.840000,0.080000
Rajasthan,Nagaur,Singhana,74.512500,27.475300,0.379000,0.209000,0.499980,1.422000,0.013000,1.543000,1.014000,0.048000
Rajasthan,Nagaur,Jayal (Didwana Road),74.228200,27.230900,0.460000,0.403000,0.450030,1.650000,0.010000,1.492000,1.147000,0.104000
Rajasthan,Nagaur,Jayal Block Hq,74.186300,27.218600,0.379000,0.189000,0.740109,0.571000,0.025000,1.674000,1.751000,0.104000
Rajasthan,Nagaur,Jayal-Hs-2(Mataji Ka Xhoraha),74.176600,27.217300,0.362000,0.403000,0.738241,0.506000,0.011000,1.636000,1.043000,0.058000
Rajasthan,Nagaur,Jayal-Hs-3(Gujaria Bas),74.192400,27.235500,0.379000,0.387000,0.256147,2.348000,0.010000,1.543000,1.066000,0.098000
Rajasthan,Nagaur,Kheevsar Block Hq,73.414000,26.964700,0.472000,0.398000,0.082054,1.650000,0.034000,1.628000,1.014000,0.153000
Rajasthan,Nagaur,Kuchaman Block Hq,74.859100,27.148300,0.449000,0.387000,0.032089,0.302000,0.042000,1.551000,1.001000,0.058000
Rajasthan,Nagaur,Ladnu            Block Hq,74.390800,27.629600,0.403000,0.271000,0.133858,0.537000,0.042000,1.492000,1.014000,0.218000
Rajasthan,Nagaur,Sanward,74.517000,27.517000,0.474000,0.271000,0.624248,0.506000,0.010000,1.554000,1.135000,0.181000
Rajasthan,Nagaur,Makrana,74.757400,27.025600,0.354000,0.361000,0.525963,1.480000,0.008000,1.563000,0.701000,0.105000
Rajasthan,Nagaur,Dagawas Block Hq,74.058000,26.645800,0.354000,0.361000,0.155300,1.650000,0.013000,1.508000,1.751000,0.181000
Rajasthan,Nagaur,Dangawas(H,74.061100,26.637500,0.403000,0.380000,0.079772,1.480000,0.034000,1.808000,0.759000,0.069000
Rajasthan,Nagaur,Dangawas(Hs-1)Pancholiya,74.090100,26.617200,0.474000,0.373000,0.014355,0.245000,0.042000,1.451000,0.801000,0.047000
Rajasthan,Nagaur,Dangawas(Hs-2)Pratap Krishi Farm,74.064200,26.239200,0.460000,0.369000,0.662998,0.566000,0.004000,1.583000,1.001000,0.133000
Rajasthan,Nagaur,Dangawas(Hs-3),74.070100,26.621400,0.472000,0.398000,0.095777,0.019000,0.001000,1.562000,1.224000,0.256000
Rajasthan,Nagaur,Dangawas(Hs-4),74.054900,26.631800,0.507000,0.209000,0.515615,0.719000,0.012000,1.636000,1.066000,0.098000
Rajasthan,Nagaur,Mundawa Block Hq,73.820000,27.058000,0.379000,0.134000,0.634822,0.571000,0.043000,1.545000,1.220000,0.098000
Rajasthan,Nagaur,Mundwa,73.790200,27.031300,0.354000,0.361000,0.390354,0.719000,0.019000,1.563000,0.834000,0.141000
Rajasthan,Nagaur,Nagaur,73.750000,27.183300,0.446000,0.364000,0.525440,0.019000,0.067000,1.674000,1.194000,0.120000
Rajasthan,Nagaur,Nagaur Hs-2(Gogelao),73.674200,27.232100,0.370000,0.379000,0.230437,0.019000,0.034000,1.617000,1.081000,0.052000
Rajasthan,Nagaur,Nagaur Hs-3,73.780000,27.226800,0.441000,0.361000,0.579908,1.422000,0.042000,1.603000,1.147000,0.055000
Rajasthan,Nagaur,Nagaur Hs-4,73.703700,27.197600,0.398000,0.380000,0.633258,0.541000,0.002000,1.461000,1.152000,0.105000
Rajasthan,Nagaur,Nagaur1 (Gwd),73.750000,27.183000,0.459000,0.243000,0.545418,0.961000,0.053000,1.636000,1.840000,0.049000
Rajasthan,Nagaur,Nawa,75.002100,27.032900,0.400000,0.239000,0.363977,0.541000,0.006000,1.451000,1.194000,0.153000
Rajasthan,Nagaur,Bagot,74.583000,26.800000,0.444000,0.376000,0.368569,0.506000,0.043000,1.651000,1.308000,0.055000
Rajasthan,Nagaur,Bagot,74.591100,26.813100,0.400000,0.361000,0.472723,1.633000,0.053000,1.659000,0.955000,0.049000
Rajasthan,Nagaur,Bagot (Hs-4),74.584700,26.826600,0.420000,0.185000,0.201239,0.571000,0.043000,1.461000,0.801000,0.120000
Rajasthan,Nagaur,Bagot(Hs),74.592200,26.808400,0.398000,0.380000,0.034812,1.306000,0.013000,1.670000,2.215000,0.309000
Rajasthan,Nagaur,Bagot(Hs-3),74.594200,26.801900,0.354000,0.369000,0.039339,0.908000,0.053000,1.581000,1.001000,0.181000
Rajasthan,Nagaur,Bagot1,74.583000,26.817000,0.472000,0.243000,0.374637,0.396000,0.010000,1.545000,0.896000,0.172000
Rajasthan,Nagaur,Parbatsar Block Hq,74.758300,26.884700,0.379000,0.134000,0.194001,1.112000,0.025000,1.563000,1.147000,0.184000
Rajasthan,Nagaur,Rian,74.250000,26.533000,0.379000,0.364000,0.415417,0.245000,0.011000,1.657000,1.066000,0.309000
Rajasthan,Pali,Bali,73.283200,25.191100,0.370000,0.026000,0.447738,0.302000,0.034000,1.607000,0.813000,0.058000
Rajasthan,Pali,Radawas,73.292000,25.183000,0.457000,0.209000,0.118218,0.019000,0.013000,1.563000,1.123000,0.237000
Rajasthan,Pali,Desuri,73.558200,25.276300,0.446000,0.401000,0.672975,0.537000,0.010000,1.562000,1.043000,0.055000
Rajasthan,Pali,Ghanerao,73.525000,25.233000,0.460000,0.380000,0.002873,0.302000,0.087000,1.603000,1.081000,0.309000
Rajasthan,Pali,Bassi,74.063100,26.329400,0.354000,0.209000,0.589528,1.306000,0.001000,1.551000,1.751000,0.133000
Rajasthan,Pali,Prathvipura,73.816700,26.200000,0.510000,0.410000,0.085925,2.507000,0.019000,1.657000,1.227000,0.075000
Rajasthan,Pali,Prithipura,73.817000,26.200000,0.451000,0.364000,0.074306,0.908000,0.067000,1.808000,1.152000,0.172000
Rajasthan,Pali,Prithivipura(Hs-3),73.805200,26.203100,0.474000,0.216000,0.424941,1.650000,0.067000,1.808000,0.909000,0.055000
Rajasthan,Pali,Prithvipura,73.816700,26.200000,0.422000,0.239000,0.662988,1.323000,0.043000,1.659000,1.028000,0.055000
Rajasthan,Pali,Marwar Junction Block Hq,73.601000,25.723000,0.452000,0.230000,0.725600,2.348000,0.013000,1.492000,1.227000,0.184000
Rajasthan,Pali,Gundoj,73.313000,25.608000,0.510000,0.209000,0.255062,1.107000,0.002000,1.808000,1.840000,0.172000
Rajasthan,Pali,Rani,73.315800,25.342500,0.354000,0.361000,0.391131,0.019000,0.010000,1.562000,1.147000,0.105000
Rajasthan,Pali,Kirwa,73.258000,25.496000,0.441000,0.026000,0.097248,1.109000,0.034000,1.554000,1.043000,0.127000
Rajasthan,Pali,"Shiv Vatika Colony, Vaed",72.963400,25.743200,0.446000,0.209000,0.398902,1.107000,0.078000,1.659000,1.135000,0.075000
Rajasthan,Pali,Vaed,72.967000,25.724000,0.604000,0.410000,0.757608,0.396000,0.012000,1.607000,1.081000,0.104000
Rajasthan,Pali,Kariasoda,73.638000,25.833000,0.474000,0.239000,0.448070,1.594000,0.043000,1.520000,1.062000,0.075000
Rajasthan,Pali,Sojat Block Hq,73.669800,25.928300,0.420000,0.403000,0.198118,0.541000,0.034000,1.554000,1.840000,0.047000
Rajasthan,Pali,Balwana,73.159000,25.114000,0.451000,0.376000,0.590940,0.728000,0.043000,1.551000,1.001000,0.075000
Rajasthan,Pali,Sumerpur,73.090700,25.143700,0.444000,0.209000,0.781205,1.323000,0.004000,1.651000,0.955000,0.105000
Rajasthan,Pratapgarh,Datla Kund,74.720000,23.960000,0.422000,0.026000,0.166311,0.019000,0.043000,1.657000,1.001000,0.109000
Rajasthan,Pratapgarh,Arnod_Pz,74.813000,23.900000,0.505000,0.401000,0.322906,0.566000,0.019000,1.551000,0.834000,0.089000
Rajasthan,Pratapgarh,Moheda,74.858000,23.775000,0.441000,0.403000,0.735990,1.306000,0.013000,1.461000,1.751000,0.181000
Rajasthan,Pratapgarh,Choti Sadri,74.700000,24.386000,0.441000,0.189000,0.255385,1.107000,0.025000,1.607000,1.014000,0.184000
Rajasthan,Pratapgarh,Mungana,74.435000,23.960000,0.422000,0.134000,0.139086,1.109000,0.043000,1.563000,1.227000,0.153000
Rajasthan,Pratapgarh,Peepalkhoont,74.567000,23.796000,0.505000,0.362000,0.242843,2.348000,0.087000,1.554000,1.045000,0.048000
Rajasthan,Pratapgarh,Mokhampura,74.875000,24.024000,0.354000,0.398000,0.311658,1.107000,0.014000,1.451000,1.043000,0.133000
Rajasthan,Rajsamand,Gugli,73.880000,25.230000,0.452000,0.069000,0.292887,1.650000,0.042000,1.626000,2.215000,0.262000
Rajasthan,Rajsamand,Amet,73.921500,25.301600,0.403000,0.361000,0.268393,0.506000,0.087000,1.651000,1.014000,0.153000
Rajasthan,Rajsamand,Bhim,74.079200,25.743300,0.370000,0.403000,0.259136,0.541000,0.056000,1.581000,2.215000,0.075000
Rajasthan,Rajsamand,Dewair,73.822000,25.421000,0.505000,0.380000,0.041705,1.109000,0.006000,1.657000,1.043000,0.109000
Rajasthan,Rajsamand,Ghata,74.183000,25.783000,0.403000,0.403000,0.208385,1.013000,0.067000,1.603000,0.896000,0.098000
Rajasthan,Rajsamand,Thikarwas,73.980000,25.600000,0.507000,0.398000,0.722257,1.109000,0.025000,1.657000,0.801000,0.262000
Rajasthan,Rajsamand,Deogarh,73.905800,25.528600,0.507000,0.398000,0.033682,0.506000,0.043000,1.581000,1.751000,0.256000
Rajasthan,Rajsamand,Khamnor1,73.733000,24.917000,0.379000,0.401000,0.372326,0.571000,0.087000,1.657000,1.001000,0.127000
Rajasthan,Rajsamand,Kumbhalgarh,73.573900,25.135000,0.457000,0.271000,0.540048,0.566000,0.014000,1.617000,1.147000,0.052000
Rajasthan,Rajsamand,Dariba,74.112500,24.958800,0.459000,0.209000,0.214762,0.915000,0.078000,1.603000,0.801000,0.052000
Rajasthan,Rajsamand,Gavardi,74.100000,24.904000,0.507000,0.189000,0.555622,0.043000,0.014000,1.551000,1.135000,0.047000
Rajasthan,Rajsamand,Kheti Khera (Dhaneriya),74.097100,24.870800,0.505000,0.369000,0.691354,0.908000,0.087000,1.657000,1.043000,0.172000
Rajasthan,Rajsamand,Railmagra1,74.117000,25.033000,0.420000,0.401000,0.631141,0.043000,0.043000,1.628000,1.066000,0.049000
Rajasthan,Rajsamand,Nadiawala,73.863000,25.203000,0.457000,0.185000,0.218139,0.728000,0.025000,1.508000,1.043000,0.120000
Rajasthan,Rajsamand,Rajsamand,73.883000,25.067000,0.507000,0.026000,0.090968,0.245000,0.019000,1.772000,0.704000,0.048000
Rajasthan,Sawai Madhopur,Bamnawas,76.561000,26.550000,0.400000,0.104000,0.587595,0.566000,0.013000,1.808000,1.227000,0.153000
Rajasthan,Sawai Madhopur,Bhadoti,76.386000,26.253000,0.398000,0.410000,0.547127,1.422000,0.008000,1.628000,0.701000,0.133000
Rajasthan,Sawai Madhopur,Malarnachor,76.381000,26.306000,0.398000,0.362000,0.616322,2.507000,0.011000,1.674000,1.147000,0.309000
Rajasthan,Sawai Madhopur,Tond,76.397000,26.367000,0.510000,0.362000,0.313695,2.348000,0.025000,1.558000,1.135000,0.133000
Rajasthan,Sawai Madhopur,Tond (1Km Towards Lalsot),76.380000,26.370000,0.460000,0.243000,0.204254,1.109000,0.010000,1.508000,0.759000,0.141000
Rajasthan,Sawai Madhopur,Tond (1Km Towards Sawai Madhopur),76.380000,26.370000,0.449000,0.266000,0.032794,0.915000,0.010000,1.626000,0.701000,0.075000
Rajasthan,Sawai Madhopur,Tond (Infront Of Canara Bank),76.380000,26.370000,0.403000,0.361000,0.709683,1.112000,0.001000,1.628000,1.045000,0.048000
Rajasthan,Sawai Madhopur,Tond2,76.380000,26.370000,0.510000,0.403000,0.692475,0.719000,0.012000,1.651000,1.152000,0.218000
Rajasthan,Sawai Madhopur,Kushtala,76.267000,25.967000,0.460000,0.398000,0.114215,1.107000,0.008000,1.603000,1.014000,0.098000
Rajasthan,Sawai Madhopur,Ranthambor,76.458000,26.017000,0.441000,0.369000,0.250618,0.396000,0.012000,1.657000,1.152000,0.218000
Rajasthan,Sawai Madhopur,Surwal,76.361000,26.088000,0.398000,0.380000,0.328033,0.537000,0.053000,1.545000,1.194000,0.172000
